date	time	build	subject	blocknum	blockcode	trialnum	trialcode	response	correct	latency	stimulusitem1
121318	09:55	3.0.6.0	1	8	Builtbadgood	22	Builtbadleft	18	1	686	fallimento
121318	09:55	3.0.6.0	1	8	Builtbadgood	24	Builtgoodright	23	1	604	gioia
121318	09:55	3.0.6.0	1	8	Builtbadgood	26	Builtgoodright	23	1	611	felicità
121318	09:55	3.0.6.0	1	8	Builtbadgood	28	Builtbadleft	18	1	645	nocivo
121318	09:55	3.0.6.0	1	8	Builtbadgood	30	Builtgoodright	23	1	563	pace
121318	09:55	3.0.6.0	1	8	Builtbadgood	32	Builtbadleft	18	1	602	odio
121318	09:55	3.0.6.0	1	8	Builtbadgood	34	Builtgoodright	23	1	577	buono
121318	09:55	3.0.6.0	1	8	Builtbadgood	36	Builtgoodright	23	1	571	amore
121318	09:55	3.0.6.0	1	8	Builtbadgood	38	Builtbadleft	18	1	652	terribile
121318	09:55	3.0.6.0	1	8	Builtbadgood	40	Builtgoodright	23	1	606	piacere
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	1	reminder	57	1	4788	Controlla le categorie - premi SPAZIO per cominciare
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	2	Builtgoodright	23	1	682	piacere
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	4	Builtlatteright	23	1	656	latte5.jpg
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	6	Builtfondenteleft	18	1	482	fond7.jpg
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	8	Builtfondenteleft	18	1	481	fond4.jpg
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	10	Builtgoodright	23	1	520	pace
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	12	Builtlatteright	23	1	535	latte3.jpg
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	14	Builtgoodright	23	1	657	felicità
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	16	Builtgoodright	23	1	474	gioia
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	18	Builtbadleft	18	1	510	male
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	20	Builtgoodright	23	1	603	amore
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	22	Builtfondenteleft	18	1	473	fond3.jpg
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	24	Builtlatteright	23	1	528	latte7.jpg
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	26	Builtbadleft	18	1	935	fallimento
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	28	Builtlatteright	18	0	704	latte4.jpg
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	29	errore	23	0	564	X
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	31	Builtbadleft	18	1	726	nocivo
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	33	Builtlatteright	23	1	631	latte6.jpg
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	35	Builtbadleft	18	1	820	odio
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	37	Builtfondenteleft	18	1	631	fond6.jpg
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	39	Builtfondenteleft	18	1	646	fond5.jpg
121318	09:55	3.0.6.0	1	10	BuiltPracticeLattegood	41	Builtbadleft	18	1	637	cattivo
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	1	reminder1	57	1	4142	Riposati se ne senti il bisogno - premi SPAZIO per cominciare
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	2	Builtlatteright	23	1	493	latte5.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	4	Builtbadleft	18	1	607	cattivo
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	6	Builtlatteright	23	1	440	latte6.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	8	Builtfondenteleft	18	1	559	fond2.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	10	Builtfondenteleft	18	1	470	fond3.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	12	Builtgoodright	23	1	483	ridere
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	14	Builtfondenteleft	18	1	474	fond7.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	16	Builtbadleft	18	1	1014	orribile
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	18	Builtfondenteleft	18	1	503	fond5.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	20	Builtgoodright	23	1	539	gioia
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	22	Builtfondenteleft	18	1	591	fond6.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	24	Builtbadleft	18	1	588	fallimento
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	26	Builtgoodright	23	1	576	felicità
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	28	Builtlatteright	23	1	553	latte2.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	30	Builtfondenteleft	18	1	432	fond4.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	32	Builtgoodright	23	1	749	piacere
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	34	Builtlatteright	23	1	593	latte4.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	36	Builtgoodright	23	1	885	pace
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	38	Builtbadleft	18	1	571	odio
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	40	Builtbadleft	18	1	637	male
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	42	Builtbadleft	18	1	625	disastro
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	44	Builtgoodright	23	1	549	gloria
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	46	Builtlatteright	23	1	657	latte7.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	48	Builtlatteright	23	1	586	latte3.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	50	Builtfondenteleft	18	1	503	fond6.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	52	Builtlatteright	23	1	555	latte6.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	54	Builtfondenteleft	18	1	531	fond3.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	56	Builtbadleft	18	1	516	terribile
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	58	Builtfondenteleft	18	1	611	fond2.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	60	Builtbadleft	18	1	484	nocivo
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	62	Builtbadleft	18	1	451	disastro
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	64	Builtlatteright	23	1	501	latte2.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	66	Builtgoodright	23	1	550	amore
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	68	Builtfondenteleft	18	1	490	fond5.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	70	Builtgoodright	23	1	453	buono
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	72	Builtlatteright	23	1	590	latte5.jpg
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	74	Builtgoodright	23	1	474	buono
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	76	Builtbadleft	18	1	503	male
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	78	Builtgoodright	23	1	555	gloria
121318	09:55	3.0.6.0	1	11	BuiltTestLattegood	80	Builtlatteright	23	1	562	latte3.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	1	reminder	57	1	3587	Controlla le categorie - premi SPAZIO per cominciare
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	2	Builtfondenteright	23	1	538	fond3.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	4	Builtfondenteright	23	1	415	fond7.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	6	Builtlatteleft	18	1	401	latte3.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	8	Builtfondenteright	23	1	488	fond4.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	10	Builtlatteleft	18	1	538	latte5.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	12	Builtlatteleft	18	1	510	latte2.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	14	Builtfondenteright	23	1	442	fond6.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	16	Builtfondenteright	23	1	529	fond2.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	18	Builtlatteleft	18	1	395	latte7.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	20	Builtfondenteright	23	1	458	fond5.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	22	Builtfondenteright	23	1	518	fond4.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	24	Builtlatteleft	18	1	461	latte6.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	26	Builtlatteleft	18	1	490	latte4.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	28	Builtfondenteright	23	1	443	fond5.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	30	Builtlatteleft	18	1	482	latte2.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	32	Builtlatteleft	18	1	441	latte3.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	34	Builtfondenteright	23	1	569	fond2.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	36	Builtlatteleft	18	1	595	latte4.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	38	Builtlatteleft	18	1	641	latte7.jpg
121318	09:55	3.0.6.0	1	13	BuiltLatteFondente	40	Builtfondenteright	23	1	416	fond6.jpg
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	1	reminder	57	1	8703	Controlla le categorie - premi SPAZIO per cominciare
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	2	Builtbadleft	18	1	613	nocivo
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	4	Builtlatteleft	23	0	590	latte4.jpg
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	5	errori	18	0	581	X
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	7	Builtfondenteright	18	0	1465	fond5.jpg
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	8	errore	23	0	413	X
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	10	Builtbadleft	23	0	814	fallimento
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	11	errori	18	0	1019	X
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	13	Builtlatteleft	18	1	766	latte6.jpg
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	15	Builtfondenteright	23	1	591	fond7.jpg
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	17	Builtgoodright	18	0	963	piacere
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	18	errore	23	0	493	X
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	20	Builtgoodright	23	1	1125	ridere
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	22	Builtfondenteright	18	0	991	fond2.jpg
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	23	errore	23	0	701	X
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	25	Builtlatteleft	18	1	2625	latte5.jpg
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	27	Builtbadleft	18	1	1123	male
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	29	Builtfondenteright	23	1	1824	fond4.jpg
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	31	Builtfondenteright	23	1	747	fond3.jpg
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	33	Builtgoodright	23	1	935	gloria
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	35	Builtbadleft	18	1	648	odio
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	37	Builtbadleft	18	1	1111	disastro
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	39	Builtlatteleft	23	0	786	latte3.jpg
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	40	errori	18	0	281	X
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	42	Builtgoodright	23	1	1075	felicità
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	44	Builtgoodright	23	1	926	pace
121318	09:55	3.0.6.0	1	15	BuiltPracticeLattebad	46	Builtlatteleft	18	1	1591	latte7.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	1	reminder1	57	1	7964	Riposati se ne senti il bisogno - premi SPAZIO per cominciare
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	2	Builtlatteleft	18	1	984	latte2.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	4	Builtgoodright	18	0	996	pace
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	5	errore	23	0	370	X
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	7	Builtbadleft	18	1	652	odio
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	9	Builtbadleft	18	1	798	disastro
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	11	Builtlatteleft	18	1	1044	latte4.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	13	Builtfondenteright	23	1	642	fond5.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	15	Builtgoodright	23	1	841	gioia
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	17	Builtbadleft	18	1	631	terribile
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	19	Builtlatteleft	18	1	622	latte3.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	21	Builtgoodright	23	1	874	amore
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	23	Builtfondenteright	18	0	745	fond7.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	24	errore	23	0	477	X
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	26	Builtlatteleft	18	1	740	latte6.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	28	Builtfondenteright	23	1	1376	fond6.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	30	Builtfondenteright	23	1	544	fond4.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	32	Builtgoodright	23	1	581	piacere
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	34	Builtlatteleft	18	1	737	latte7.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	36	Builtgoodright	23	1	650	ridere
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	38	Builtbadleft	18	1	707	orribile
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	40	Builtfondenteright	23	1	871	fond3.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	42	Builtfondenteright	23	1	486	fond2.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	44	Builtfondenteright	23	1	399	fond4.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	46	Builtbadleft	18	1	703	nocivo
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	48	Builtlatteleft	18	1	1211	latte5.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	50	Builtbadleft	18	1	1683	cattivo
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	52	Builtlatteleft	23	0	1048	latte4.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	53	errori	18	0	409	X
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	55	Builtgoodright	23	1	707	buono
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	57	Builtfondenteright	18	0	1543	fond7.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	58	errore	23	0	450	X
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	60	Builtbadleft	18	1	964	fallimento
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	62	Builtgoodright	23	1	1314	gloria
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	64	Builtgoodright	23	1	645	felicità
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	66	Builtfondenteright	23	1	863	fond6.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	68	Builtlatteleft	18	1	754	latte7.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	70	Builtgoodright	23	1	887	pace
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	72	Builtbadleft	18	1	997	male
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	74	Builtbadleft	18	1	923	fallimento
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	76	Builtbadleft	18	1	610	cattivo
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	78	Builtlatteleft	23	0	747	latte2.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	79	errori	18	0	282	X
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	81	Builtfondenteright	23	1	748	fond2.jpg
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	83	Builtgoodright	23	1	536	amore
121318	09:55	3.0.6.0	1	16	BuiltTestLattebad	85	Builtlatteleft	18	1	809	latte6.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	1	reminder	57	1	4016	Controlla le categorie - premi SPAZIO per cominciare
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	2	PlainWhiteleft	18	1	924	wf6.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	4	PlainBlackright	23	1	637	bm56.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	6	PlainWhiteleft	18	1	732	wm1.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	8	PlainBlackright	23	1	550	bf14.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	10	PlainBlackright	23	1	588	bm14.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	12	PlainBlackright	23	1	736	bm23.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	14	PlainWhiteleft	18	1	612	wf3.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	16	PlainWhiteleft	23	0	837	wm6.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	18	PlainWhiteleft	18	1	1380	wf2.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	20	PlainWhiteleft	18	1	1255	wm4.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	22	PlainBlackright	23	1	704	bf56.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	24	PlainBlackright	23	1	636	bf23.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	26	PlainBlackright	23	1	762	bf14.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	28	PlainBlackright	23	1	641	bm14.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	30	PlainBlackright	23	1	1096	bf56.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	32	PlainBlackright	23	1	1033	bm56.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	34	PlainWhiteleft	18	1	967	wm4.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	36	PlainWhiteleft	18	1	824	wf2.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	38	PlainWhiteleft	18	1	1139	wm1.jpg
121318	09:55	3.0.6.0	1	19	PlainWhiteBlack	40	PlainWhiteleft	18	1	719	wf3.jpg
121318	09:55	3.0.6.0	1	21	Plainbadgood	1	reminder	57	1	3234	Controlla le categorie - premi SPAZIO per cominciare
121318	09:55	3.0.6.0	1	21	Plainbadgood	2	Plainbadleft	18	1	1090	cattivo
121318	09:55	3.0.6.0	1	21	Plainbadgood	4	Plainbadleft	18	1	675	fallimento
121318	09:55	3.0.6.0	1	21	Plainbadgood	6	Plaingoodright	23	1	455	pace
121318	09:55	3.0.6.0	1	21	Plainbadgood	8	Plainbadleft	18	1	553	disastro
121318	09:55	3.0.6.0	1	21	Plainbadgood	10	Plaingoodright	23	1	509	amore
121318	09:55	3.0.6.0	1	21	Plainbadgood	12	Plaingoodright	23	1	561	ridere
121318	09:55	3.0.6.0	1	21	Plainbadgood	14	Plainbadleft	23	0	424	nocivo
121318	09:55	3.0.6.0	1	21	Plainbadgood	16	Plaingoodright	18	0	285	buono
121318	09:55	3.0.6.0	1	21	Plainbadgood	18	Plaingoodright	23	1	1036	gioia
121318	09:55	3.0.6.0	1	21	Plainbadgood	20	Plaingoodright	23	1	1071	felicità
121318	09:55	3.0.6.0	1	21	Plainbadgood	22	Plainbadleft	18	1	659	male
121318	09:55	3.0.6.0	1	21	Plainbadgood	24	Plaingoodright	23	1	540	piacere
121318	09:55	3.0.6.0	1	21	Plainbadgood	26	Plainbadleft	18	1	1014	terribile
121318	09:55	3.0.6.0	1	21	Plainbadgood	28	Plainbadleft	18	1	695	odio
121318	09:55	3.0.6.0	1	21	Plainbadgood	30	Plainbadleft	18	1	808	orribile
121318	09:55	3.0.6.0	1	21	Plainbadgood	32	Plaingoodright	23	1	631	gloria
121318	09:55	3.0.6.0	1	21	Plainbadgood	34	Plainbadleft	18	1	691	fallimento
121318	09:55	3.0.6.0	1	21	Plainbadgood	36	Plainbadleft	18	1	532	disastro
121318	09:55	3.0.6.0	1	21	Plainbadgood	38	Plaingoodright	23	1	590	ridere
121318	09:55	3.0.6.0	1	21	Plainbadgood	40	Plaingoodright	23	1	650	piacere
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	1	reminder	57	1	5446	Controlla le categorie - premi SPAZIO per cominciare
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	2	PlainWhiteleft	18	1	725	wm4.jpg
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	4	Plainbadleft	18	1	1052	fallimento
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	6	PlainBlackright	23	1	1517	bm23.jpg
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	8	Plainbadleft	18	1	767	male
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	10	PlainWhiteleft	18	1	985	wf6.jpg
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	12	PlainBlackright	23	1	708	bm56.jpg
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	14	Plainbadleft	18	1	689	odio
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	16	Plainbadleft	18	1	719	terribile
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	18	Plaingoodright	23	1	550	pace
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	20	PlainBlackright	23	1	1101	bf56.jpg
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	22	Plaingoodright	23	1	918	buono
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	24	Plainbadleft	18	1	812	cattivo
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	26	Plaingoodright	23	1	717	ridere
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	28	PlainBlackright	23	1	1028	bf14.jpg
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	30	Plaingoodright	23	1	823	amore
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	32	PlainBlackright	23	1	843	bm14.jpg
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	34	PlainWhiteleft	18	1	764	wf2.jpg
121318	09:55	3.0.6.0	1	23	PlainPracticeWhitebad	36	Plaingoodright	23	1	651	piacere
