"gruppo","accuratezza_prima","accuratezza_dopo","ERP_P300_prima","ERP_P300_dopo","attivazione_fMRI_prima","attivazione_fMRI_dopo","risposta_stimolo","carico_cognitivo","memoria_lavoro"
"Training B","sbagliata","sbagliata",14.1478320311726,14.1750700145906,57.5987016624942,54.3697171651508,"rapida",1.04715326600737,119.520590092396
"Training A","sbagliata","corretta",4.39497746725841,7.02939053636617,28.3774099717404,26.9488477069313,"rapida",8.14671044750445,83.9799269840007
"Training B","corretta","sbagliata",5.18669430096043,5.53654560938319,42.7696760249989,46.3398214694549,"rapida",2.44316008680654,118.655605278684
"Training B","corretta","corretta",1.48897159983385,2.36180656734524,44.6292348125682,52.3533678329316,"rapida",2.91999477629933,97.4762469886584
"Training B","corretta","sbagliata",6.03120739678662,8.1043579084664,60.5079670124954,74.5794079502119,"lenta",7.09705470749034,106.416635175444
"Training B","sbagliata","sbagliata",9.89546236161692,10.7634017039715,35.3417692698819,35.3915879078398,"lenta",7.0717468934077,112.199183344439
"Training A","sbagliata","corretta",11.2623593201562,22.3946852606715,52.008174429889,54.4180114370172,"lenta",10.8051557710182,101.825054529503
"Training B","sbagliata","sbagliata",4.26701786632275,7.05493001792111,45.7460511806509,55.3857914640518,"lenta",4.49856960833567,95.4311361528009
"Training B","sbagliata","corretta",15.3190547262556,15.3388178394256,65.4276423431923,69.1909382099903,"lenta",10.084016141287,93.7735424553155
"Training B","sbagliata","sbagliata",7.16423531054227,14.3733723784986,55.0070723895846,54.2412330426292,"rapida",6.28093752888772,142.241264140336
"Training A","sbagliata","corretta",1.10525966339523,3.26560980885142,61.0980861414807,68.7758622389128,"lenta",15.2838437726744,80.6595371766517
"Training A","corretta","corretta",5.19983442542431,6.51461914299848,42.3875805840756,60.8795560626004,"lenta",3.48729415080581,90.1814704283013
"Training B","sbagliata","corretta",20.5519757535942,22.5862551242864,62.071160988788,78.7165521228494,"rapida",3.98198849026201,94.8886968858858
"Training A","corretta","corretta",4.34470861277364,6.98866817022103,54.4752983276129,58.6792214288033,"lenta",22.3593933929014,118.851217305356
"Training B","sbagliata","sbagliata",8.88206098670549,9.0475474385879,59.0421125856878,63.3994676072127,"lenta",7.39724948928743,120.68132003286
"Training B","corretta","corretta",13.8774043793491,18.2364569698321,46.6720944290585,50.7462537952776,"rapida",0.546622611258906,94.9167449569391
"Training A","sbagliata","sbagliata",8.81186036324693,9.66272471639348,65.2009878365097,61.9950341346512,"lenta",2.51693623147837,105.723874340397
"Training B","corretta","corretta",4.20010824996747,5.4116878047347,39.0814948388333,49.1035955677254,"rapida",17.016135667364,105.654432462116
"Training B","sbagliata","corretta",8.17966247754354,8.9572628267315,46.0830387712061,55.1477246918753,"lenta",11.3195578581427,93.5241438244318
"Training A","corretta","sbagliata",2.19274162558881,3.02972638248533,39.3144526344191,46.3893356689772,"rapida",7.74092071585593,78.9318120834731
"Training A","sbagliata","corretta",2.48445314545118,2.69657329204009,43.1129690820261,47.6836737597805,"rapida",14.8126212595955,104.349005933436
"Training B","corretta","corretta",6.71693468253166,7.22288887018375,57.8764530486975,53.3354085207723,"lenta",8.55493573499028,130.169394697684
"Training A","corretta","corretta",6.85157829063093,7.1252088346878,47.2550010705769,55.5712609899568,"rapida",5.01838889974315,105.020181596508
"Training A","corretta","corretta",13.366290361511,17.5772415089485,52.5880177192769,60.8964463761176,"rapida",5.98247296120571,94.8102799126825
"Training A","sbagliata","sbagliata",1.32335635965476,5.25435469606342,73.5842769666915,73.853854206223,"lenta",14.2445389377422,90.0757639774533
"Training B","sbagliata","corretta",2.27948968752929,2.61851221288463,56.2883022978679,68.6804670846676,"lenta",11.2147656379454,114.341209321427
"Training B","sbagliata","sbagliata",13.2064083732476,14.6409577594401,51.460175666468,60.3392905133826,"lenta",12.1202315977817,113.146468974653
"Training A","sbagliata","corretta",16.3329598945183,21.7518473021639,59.3338448135151,65.4891860716188,"rapida",6.55103444619631,116.418673117636
"Training B","sbagliata","corretta",9.85850531963518,10.8527709329266,50.8980247018538,50.2268526843142,"rapida",3.61707954464442,88.4751418226556
"Training B","corretta","corretta",4.23629088364359,4.68026939546278,43.9911174722814,51.8567499423391,"lenta",14.8812436825624,102.902872682053
"Training A","sbagliata","sbagliata",5.40176680197121,6.04603979141687,61.3512284546201,55.9020189490106,"rapida",1.64198114364596,81.3871962129884
"Training A","sbagliata","corretta",4.90441109690733,5.332380141583,51.2740421867419,57.5233004827131,"rapida",10.3226477829101,122.45232564442
"Training A","sbagliata","corretta",4.24297117072596,5.246781377063,56.0621155971958,63.789917838056,"rapida",5.12620202258796,102.390556617411
"Training B","corretta","corretta",13.7436252288525,20.7712723764395,52.9093678013797,55.0367667163937,"rapida",26.5584273170652,123.57020402466
"Training B","corretta","corretta",13.7252810273403,19.6590558715414,51.6405925907119,58.8778877217834,"rapida",17.308776550651,83.0897913872276
"Training B","corretta","sbagliata",1.95583651455073,3.48286061613273,53.2806058981887,52.1079334153434,"lenta",4.16003070247211,114.216909710753
"Training B","corretta","corretta",12.3754955559152,13.1487336331803,36.1003690203326,34.7827109207916,"rapida",14.5816264490798,106.731522838523
"Training A","corretta","corretta",9.57001862009196,13.0143008047115,54.8763187914641,61.6676123244884,"rapida",1.60450415397951,125.351604550458
"Training A","sbagliata","corretta",3.23028471705677,4.59009984928665,39.4586201606299,41.9159083319071,"lenta",5.53619014705291,97.6295394223246
"Training B","sbagliata","corretta",3.474811165036,5.63216104253942,49.6602886324961,56.3527090309352,"lenta",5.61401244204362,111.749162654533
"Training B","sbagliata","sbagliata",7.95858857148559,9.52591822075019,49.9775646176564,46.8183183203552,"rapida",3.89618140461769,103.734391490682
"Training B","sbagliata","corretta",19.8471653638083,20.133087120429,46.8993829812016,41.8372209750139,"rapida",5.0814534508271,121.376474162012
"Training A","sbagliata","corretta",10.2488676929181,13.13969411277,35.5539041962919,38.3362661592297,"lenta",9.54097106195208,72.476199300597
"Training B","sbagliata","corretta",14.3588307626944,15.5730086076213,67.6313341601815,68.1369721799594,"rapida",3.5290848200647,74.2826845543078
"Training A","corretta","corretta",5.90443182702054,6.80034138854761,48.4182499410308,58.7941323059054,"rapida",9.16926263852253,99.3798955012385
"Training B","sbagliata","corretta",6.34064610217996,6.99437982005317,32.2239262740563,39.1262913617577,"lenta",10.1344923950794,90.8706757234881
"Training A","sbagliata","corretta",8.59505520725443,9.38372214478532,40.0947602648692,44.6698453656479,"lenta",2.76340980766155,71.7748201876814
"Training A","sbagliata","corretta",3.127953892838,3.99824384354033,58.6297346083352,60.1855713911596,"rapida",7.36197386163256,120.631616684864
"Training A","corretta","sbagliata",2.3184952530895,3.74838121869722,56.8962183713068,71.0932192407453,"lenta",8.74961334608923,120.984856964545
"Training B","corretta","corretta",8.59120716344991,11.0904298891033,44.4353699054631,51.4175352627844,"lenta",3.76393480240586,123.243329910955
"Training B","corretta","corretta",8.53226928766851,9.27654389626258,54.3536026792455,68.7027395932847,"lenta",8.0720018299956,83.5429052510133
"Training A","sbagliata","corretta",14.1426396251158,17.657963666975,59.7971431422397,70.3856455659316,"rapida",12.1319163865759,84.4954117996868
"Training A","sbagliata","corretta",8.58137974143903,8.87257797974352,54.0123953075557,62.8908114219894,"lenta",4.89031918844399,98.1220003196757
"Training A","corretta","corretta",12.2593621458505,12.276516737894,43.4938645482621,45.7189443874059,"rapida",7.51882958001305,113.9299410827
"Training B","corretta","corretta",4.46646178845385,8.96866542962167,57.1756884525546,73.312311688436,"rapida",5.56338281751184,80.7998659166552
"Training A","sbagliata","corretta",14.5415526618504,18.9454013710171,43.810346636924,52.3785462042256,"lenta",3.44218299270686,87.2623809454978
"Training B","sbagliata","corretta",22.3076682129959,25.5912816954466,49.3507501726036,50.7584825845849,"lenta",20.0791118438915,103.827471436811
"Training B","sbagliata","sbagliata",3.33700927384457,3.34558268641833,57.5658230348617,60.5096363860995,"rapida",7.3532691388092,104.16170225552
"Training B","sbagliata","corretta",2.00955974089123,2.55647234321344,39.8577048517811,55.3362308999402,"lenta",3.29527091224015,108.052840333473
"Training B","sbagliata","corretta",4.4518812852321,5.52938569494199,43.0792917954792,53.5301724746392,"lenta",1.43536040043799,93.0927165103493
"Training B","sbagliata","corretta",6.17864942327149,9.5991266327326,42.0284714860329,41.3016031712455,"rapida",2.51648694550188,92.3259441671563
"Training B","sbagliata","corretta",18.337403187138,20.7590879803034,46.4052842542465,41.1312447868012,"lenta",8.73314719561084,103.554068186914
"Training B","sbagliata","corretta",8.25674715765909,10.1955757836432,32.9823500494436,44.2726739561683,"rapida",3.69621550326721,91.8761624256745
"Training A","corretta","corretta",5.98969369031477,10.2842071389489,51.7310875128947,53.4933927281828,"rapida",16.1565282987195,93.1744968964176
"Training B","sbagliata","corretta",22.9908922703227,23.7380705230625,61.6485511268094,64.1956955031833,"lenta",7.40959876614255,102.612038126592
"Training B","sbagliata","corretta",13.208164331367,14.428357077955,51.0635540690151,46.6994700437717,"lenta",6.05428641532765,90.7709752585528
"Training B","sbagliata","sbagliata",9.03195126896088,11.1825431337741,53.7957697779787,67.5144516123725,"rapida",2.78537230505434,72.8966055387201
"Training A","corretta","corretta",8.37212566836994,10.0231103966543,45.3687499609176,49.7821095951496,"lenta",14.3176973632438,108.312158988541
"Training B","corretta","corretta",12.6068942089699,14.147227342654,41.1544554482075,37.9382314763684,"rapida",12.5521723173935,130.690282781992
"Training B","corretta","corretta",3.162089025561,3.51982383706633,48.9744599319138,60.2877533561882,"lenta",7.56542723850613,91.588563683034
"Training B","corretta","corretta",23.2136669607103,31.6148648933408,41.7678572968722,46.8090292521207,"rapida",3.57588234231813,87.4600104122071
"Training A","sbagliata","corretta",15.5188329570053,15.9756321652513,39.1078803432994,39.3423875266726,"lenta",10.3178490914895,94.7371957742972
"Training B","sbagliata","corretta",7.3334695363983,8.71011494391813,48.7748866211284,47.6553461121552,"rapida",6.41867305857403,106.619396872644
"Training B","corretta","corretta",27.9651572947193,32.7306254277022,43.292010144823,48.856905453648,"rapida",2.31980632602959,111.274435848869
